科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
工程學科,雙阻尼消能水塔減震效果,地震,液體阻尼,水波共振,921地震震波對高11-15層大樓產生重大危害。本研究以模型模擬11層大樓建築物，頂樓設置水塔配合陽台天花板設置水撲滿的雙阻尼消能系統設計，探討不同震度震波在雙阻尼系統減震成效。模擬之設備利用3D列印機自製水撲滿、不同形式網狀隔間液體阻尼零件，自製地震模擬器以電流調整器控制怠速馬達，進行模擬不同震度下高樓產生擺動與震盪之狀態與特性。      實驗發現單一阻尼消能元件的減震阻尼效能較差，雙阻尼消能系統可提升39％至58％減震阻尼效能。其中雙阻尼消能系統若有網狀隔間，水波擾動震盪越明顯，阻尼效能提升 6％至14％。11層大樓於頂樓設置平行器壁網狀隔間正方形水塔，並配合在第9至11層樓處，設置隔間距離較短網狀隔間水撲滿，二者水位設定六分滿，此液體雙阻尼減震消能系統，可抑制模擬震度5至7級震波對大樓產生的順向波動共振與大樓結構體的自主扭轉共振。 
工程學科,鎂金屬／二氧化碳電池之開發研究,鎂金屬∕CO2燃料電池,氧化石墨烯,離子液體,"全球暖化與氣候劇烈變遷是個迫在眉睫的問題，大氣中溫室氣體增加，主要是由於燃燒化石燃料排放二氧化碳所造成，若能把二氧化碳氣體加以利用，就能有效減緩地球溫度的上升。在本研究工作中，我們首先利用哈默法將石墨與強氧化劑生成氧化石墨烯(Graphene Oxide, GO)，然後以適當比例混合GO、聚二甲基矽氧烷(Polydimethylsiloxane, PDMS)與正己烷，成功地製備出多孔性石墨烯電極，並採用離子液體([EMIm]Cl)/碳酸丙烯酯(Propylene Carbonate, PC)作為電解質，搭配鎂金屬作為陽極，開發出低成本且實用性高的「鎂金屬∕CO2燃料電池」，此電池會將二氧化碳穩定的形成草酸鎂(Magnesium Oxalate Hydrate)封存起來，並產生1.6伏特的直流電壓，此一氣呵成的二氧化碳吸附、封存與產能發電，符合綠色環保與能量再生的永續循環理念，非常值得推廣及利用。"
工程學科,原始點解決了角度偏心之研究,角度偏心,切線性質,平行軸系,車床實習課程中，「角度偏心」技能於教科書資料不多，網路查尋資訊亦少，而此難度高技能所製作產品是迴旋轉直線運動曲柄軸機構所應用。原始點分析為一種創作情境思維模式，此模式起源於問題產生時之因果關係。專題理論發想源自夾持偏心軸系定位關係及幾何學中「圓」切線性質。此發想讓我們研擬出兩項車製角度偏心核心調校關鍵技術；一是夾頭夾持軸系與工件維度所在軸系定義；二是工件量測位置定義。依二項技術需求，本組設計出一套輔助定位模組；且經由實驗證明此模組貢獻度是解決車床角度偏心調校問題及對曲柄軸達成簡易快速定位角度量測功能。效度上明顯已達突破性調校應用。對於車床加工人員，提供調校操作簡易方便且精度控制顯著性高的選擇。
工程學科,即時步態時空特性偵測的創新設計及其早期失能篩檢應用 ,步態分析,失能篩檢,時空參數量測,預防醫學與健康管理是高齡社會的重要課題，生理或認知能力的退化皆會展現在步態變化上。本研究將利用步態參數的量測分析，以篩檢初期的老化。傳統的步態分析系統多為實驗室評估用，且需專人操作。為了可大量臨床與居家自行使用，本研究開發可攜式系統，搭配助步車硬體，利用（１）力敏電阻做成鞋墊型的足底開關，（２）加裝在鞋上之ToF測距模組，量測左右兩腳跨步的時空參數，並完成即時步態分析。本系統精簡且方便，可攜性佳而且不受環境光源干擾與誤測旁人。穿上鞋子走幾公尺即可得知使用者的步態特性。本研究發現透過受測者「空間不對稱步伐之自動恢復時間對稱」指標，應可用於初期老化篩檢。目前將邀請更多人使用本系統進行即時步態時空特性偵測，收集更多數據建立初老指標，促進預防醫學與優化健康管理。 
工程學科,應用牛血清蛋白的光交聯性質製作液體繃帶,光化學,光感物質,蛋白質交聯,此研究主要在開發可包容藥物、可客製化且可黏著在皮膚上的液體繃帶的新方法。我們將脈衝雷射光聚焦於混有光感物質的血清蛋白，利用光化學交聯原理，在玻璃基板上製作出微米尺度的蛋白質膠體。我們先最佳化溶劑、焦距及照射時間。接著利用配有精密移動平台的光學顯微鏡，控制照光位置及照光時間。光學顯微影像清楚呈現膠體之形貌，展現可製作成微米尺度之蛋白質膠體陣列或設計之文字圖案。接著以綠色螢光分子模擬藥物，嘗試製作包容藥物的蛋白質膠體。穿透光影像顯示模擬藥物不會改變膠體之形貌，而綠色螢光影像則證明模擬藥物已保留在蛋白質膠體上。最後我們將蛋白質膠體陣列製作為液體繃帶，並成功將蛋白質膠體轉移且黏於模擬人類皮膚的豬皮上。本研究展現進一步發展為大面積、可客制膠體陣列、可摻入藥物的液體繃帶之可能性。 
工程學科,整合能量採集與儲存於單一裝置的染料敏化太陽能電容系統,染料敏化太陽能電池,固態電化學電容,能量採集及儲存裝置,隨著行動裝置與人工智慧的普及，物聯網的實現已指日可待，由於物聯網中感知器數量數以億萬計，因而整個系統對自供電的依賴也越來越深。雖然傳統電化學電池可以滿足大部分物聯網在目前階段的電力的需求，但一旦大量佈建後，更換那些電池便成為一件棘手的事情。因此，可以採集環境光能的太陽能電池是優先的選項，其中以染料敏化電池不受環境光強度及溫度的影響，且能以用網印方式製作在廉價的基板上，來提高太陽光照射的面積而不受基板大小的限制。在電能儲存方面，採用固態電化學電容，除了提高電荷密度外，也不受太陽能電池與電化學電池因電壓不匹配而造成無法充電的現象。並將兩種個別裝置整合在同一基板上，除了縮小尺寸外，還有降低系統阻抗的功能。本次研究希望能結合染料敏化太陽電池”有光即發電”的特性，最後達成能量採集及能量儲存於單一裝置的目標。
工程學科,探討造孔劑粒徑與添加量對天然水膠軟骨支架之孔洞型態影響,軟骨支架,孔洞型態,物化性質,軟骨修復目前仍是臨床治療上的挑戰，組織工程扮演著可行性的解決方案。軟骨修復中，軟骨支架是關鍵的要素。本研究使用天然高分子水膠透過溶劑鑄造鹽洗法製備軟骨支架，去探討造孔劑粒徑大小（大粒徑:170；小粒徑：250）與添加量(低量：2克；高量4克)是否會影響製成軟骨支架的物化性質，以及會影響前驅骨母細胞分化的能力。透過觀察所製成的四種軟骨支架顯微結構，分別測試其吸水量、降解性、抗壓強度與交聯度，並測試其生物相容性與促進前驅骨母細胞增生及分化之能力。結果發現，造孔劑粒徑大且高添加量的軟骨支架 (170-4組別)，雖抗壓強度僅 0.0177 MPa，每克支架吸水量達 14.72 mL ，浸泡於試劑 30 天後，支架不會明顯降解，且不具細胞毒性，促進前驅骨母細胞增生與分化的能力最佳，因此可作為適用於軟骨缺損修復之組織工程支架，提高軟骨修復之成效。
工程學科,分析鴨式布局對大型無人定翼機穩定性影響與其利弊探討 ,鴨式布局,穩定性,無人機,遙控技術進步快速，無人機由玩具演進入戰場，甚至在科學研究中成為無往不利的利器。本研究旨在探討若將MQ-9大型無人機捨棄匿蹤性，改採鴨式布局是否對其飛行效率及穩定性能達到更好表現。  以自製風洞為主要研究器材，此外也使用電子儀器測量，推導出升力係數及其計算過程。得升力係數與爬升能力呈正相關。   本研究結果如下：  一、 比較採常規布局模型與採鴨式布局模型於不同攻角下的升力係數變化，攻角0 ˚ ~15˚ 時採以常規布局模型有較好升力係數，但與鴨式布局模型差異不大。且採鴨式布局模型較採常規布局有較大的失速攻角（20˚）。  二、 常規布局模型與鴨式布局模型於不同攻角下的阻力係數變化，攻角0 ˚ ~15˚ 時採以常規布局模型有較大阻力係數，但與鴨式布局模型差異不大。  三、 以溫度流探討採鴨式布局模型比較採常規布局模型，其主翼下翼面溫度較低，可得採鴨式布局模型翼面下流速、密度、壓力較採常規布局模型小。  四、 自行設計Python程式統計側風狀態下採兩種布局之MQ-9風洞模型翼梢雷射光點閃爍次數，採常規布局模型擺動頻率較鴨式布局高。  五、  將方格紙上反射光點軌跡進行影片格放分析，並進行FFT模式分析，探討機翼運動模式。推測常規布局模型較多為「擺動」；「振動」則較少發生。鴨式布局模型較多為「振動」；「擺動」則較少發生。  六、 對放大機翼面積進行氣流分析，常規機翼模型攻角0 ˚ 時觀測到機翼有邊界層現象，15 ˚時觀測到層流分離現象，製造機翼表面壓力差並提供升力；鴨式機翼模型攻角15 ˚、20 ˚觀測到渦流現象，有助減輕主翼受力負擔並提供額外升力。    將大型無人定翼機結合鴨式布局，飛行時有更好的效率提升，以其高爬升比及穩定度高的特性，能在相同油耗下有更長遠的航程，也符合綠色科學發展與環保理念。 
工程學科,開發低水體高水壓養殖系統以優化養殖成果,精緻養殖,水深與壓力,水質管理,水產養殖已成為本世紀重要的水產品供應源，多數水生生物需生長在一定的水壓下，才可穩定成長進而達到性成熟及產生子代，而陸池養殖無法產生相對應的水深壓力環境，導致水生生物成長及性成熟困難的困境。本研究提出創新的低水體(水深10.5公分、容量14公升)模式，使用加壓調壓器材、水冷機、過濾系統等自製一個密閉、具穩定調控高水壓、可觀測生物、穩定水溫及水質淨化再利用的循環養殖系統。以本系統進行高水壓(1 kg/cm2 ; 約10公尺深)及次高水壓(0.5 kg/cm2 ; 約5公尺深)分別養殖淡水螯蝦及海水白蝦，結果顯示此些生物皆呈現體色較深及成長速率較快的現象，證明此高壓系統有利其生長。本研究以環境友善為出發點，採用低水體壓力調控方式，營造水生生物適合的水壓環境，未來可應用於水生生物的性成熟養殖操控或特殊養殖等研究，預期將可多元發展且極具發展潛力。
工程學科,探討以不同方向風力為動力的自製纜車用來運輸之可行性,風力,纜車,3D列印,"作品延續2020全國科展特優作品「風再起時」，本組將橫流風扇改成鋁製扇葉…等多項改善；以3D列印設計機構本體，並組合塑膠齒輪做成纜車，自製類低速風洞，提高風速避免亂流，完成實驗；作品經5次改善，具備以下功能： 1. 可以順、逆風行走各方向吹來的風均可以利用。 2. 纜車可以控制正反向行走。 3. 可調整快慢速度,以節省時間。 4. 設定慢速行走時扭力增加，可負載重量。 5. 在無風情況下，可使用電動馬達驅動纜車行走。 6. 在無風無電力下，可旋轉搖柄帶動纜車。 7. 在故障及緊急情況時 ，可打空檔滑向下坡方向停靠站。 作品測試：分別以自製類風洞測試，與不同坡度實驗，施予不同方向強、弱風等實驗，結果顯示：纜車扇葉轉速與行走速度均有一致規律。荷重實驗：本體重652.8 g，可以荷重1.6 kg，速度達 0.12 cm/s。"
行為與社會科學科,探討紅綠色盲族群對不同顏色赫曼方格的視錯覺現象 ,紅綠色盲,視錯覺,赫曼方格,延續2020年視錯覺研究，我們想要探討視覺神經細胞接受不同亮度對立顏色刺激後是否會有不同活化程度，影響視錯覺？另外也想探討不同對立配色的赫曼方格中線條寬度的閾值是否有差異？我們設計網頁版程式，改變赫曼方格線條顏色的亮度和寬度，以正常受試者為對照組，色盲受試者為實驗組，探討視錐細胞的變異是否影響視錯覺的產生。我們以顏色拮抗理論定義對立配色的赫曼方格，以標準化情境進行實驗。在線條亮度的結果中，黑白配色的赫曼方格圖案中線條與方格對比度越大，視錯覺產生的效果越明顯。兩群受試者在綠紅、紅綠、藍黃這三組配色，線條亮度範圍呈現兩極化的趨勢，可能原因為色盲因錐狀細胞變異，需要較高亮度的對比顏色刺激才容易讓神經細胞有活化程度上的差異，造成視錯覺出現。在改變線條寬度的結果中，發現藍黃的赫曼方格閾值與明顯值最大，黑白次之，綠紅最小，可能與細胞感受野大小有關，且線條寬度超過感受野的閾值，視錯覺就無法產生。兩群受試者的線條寬度閾值差異，可能與色錐細胞變異有關。綜合以上結果，顯示視網膜色錐細胞與神經節細胞的作用，對視錯覺形成扮演一定角色。在消費行為問卷結果中，我們發現格子衣服若是顏色對比度大、線條較細的圖案設計，消費者的滿意程度較低，這原因可能與視錯覺產生影響衣服視覺效果。
行為與社會科學科,ETF投資組合之策略,ETF,定期定額,投資組合,本研究旨在探討自創ETF投資組合之策略。藉由比對現今台股前六大原型ETF之持股明細分析，找出這六檔ETF的持股交集狀況，發現交集六者的有3支股票，而交集五者的則為18支。能夠在這六檔ETF中出現，該公司之股票勢必有一定的潛力，而交集數愈高者，表示該股票愈具公信力。因此，本研究分別將交集五、六者的股票，分別以定期定額每月兩萬元計算近3年來的投資報酬率，比較投資ETF與投資此21支個股的投報率。 本研究將市值作為權重分配依據，收錄在前六大ETF中，交集六者與交集五者的21支股票，並計算近3年來在每個月第一個交易日的收價，以定期定額每月兩萬元的方式投資，最終將所有累積的持股，以2020年9月18日的收盤價計算總市值，並加入所有持股的配息金額，計算自創ETF的投資報酬率，期望能打敗前六大ETF，建構理想的ETF天菜組合。
行為與社會科學科,青少年於寡勝賽局真人實驗之特徵研究,寡勝賽局,真人實驗,記憶長度,本研究聚焦於高中生在寡勝賽局中的真人實驗之特徵表現。研究共計參與者同時使用即時線上施測之方式進行實驗，研究者於1 32位雲端蒐集資料做立即提供勝負結果及歷史回饋。研究結果如下：在真人實驗中，記憶長度、遊戲經驗、數學能力、策略改變率，皆未對勝率、浪費率造成顯著影響。在真人市場中，無法出現週期性、浪費率隨場次降低之現象；在時間序列上有趨中特性。即真人並非單純依照歷史資訊的推斷而進行策略選擇，且無法藉由經驗學習。在真人實驗中，無法觀察到平均收益隨場次增加而提升或浪費率隨場次增加而降低的現象，說明經驗無法使真人群體學習或成長。電腦代理人在部分增加記憶長度後，平均收益與原先呈現顯著差異，真人市場則無法達成。即資訊量多寡對真人的策略判斷與勝率沒有影響，真人對歷史資訊的取用並非如電腦選取策略表具有唯一性。無論在電腦模擬或真人實驗中，浪費率與平均收益皆呈現高度負相關，此與其定義亦有關聯。且浪費率為近0.5。0％時，平均收益會趨近於5 0％。斜率接策略改變率並非以任何函數圖形影響勝率，說明了相信歷史與否不是唯一影響結果的因素。在青少年群體的真人實驗中，未發現歷史資料對勝率有顯著之助益。
行為與社會科學科,以色彩區辨派典探討環狀誘導色彩錯覺中的同化與異化效果,色彩誘導,視覺閾限,同化與異化,色彩知覺是人類最重要的感官之一。由於形狀、亮度、空間頻率和色彩組成的不同，每個人對色彩的感知也有所差異。我們對此現象感到著迷，並決定進行一項研究，以識別和量化不同情況下的色彩誘導。 本研究選擇以環狀刺激作為主要圖像，以測量人類視覺色彩誘導。而本實驗主要利用紅色與綠色的誘導效果。實驗中，我們採用紅色及綠色基準做為目標環狀區域，並於其中添加可變性紅色目標，以測量受試者之視覺閾限。在色彩誘導的情況下，透過環狀刺激與測量所得之視覺閾限，我們可以識別並量化環狀刺激對色彩感知造成的影響。此外，我們也發現了環狀刺激中的單一環形如何影響人們對目標環狀區域的色彩感知。 我們利用實驗所得之結果，建立了一個預測並描述色彩錯覺與細胞反應相關性的模型，而此模型將會讓我們對人類視覺系統及神經間的側交互作用有更深一層的了解。
行為與社會科學科,對斑馬魚記憶能力與社交行為的影響 ,斑馬魚,記憶,社交行為,東莨菪鹼 (Scopolamine) 是一種乙醯膽鹼受體的拮抗劑，如果服用過量的Scopolamine，可能產生記憶障礙的症狀，所以Scopolamine常作為讓實驗動物記憶能力下降的藥物。近年來全球人口老化速度快，像是阿茲海默症等疾病患者與日俱增，研究記憶的相關機制或能恢復記憶的治療方式成為重要課題。希望本研究能對Scopolamine的作用有更多了解，作為未來以此藥物當作前置實驗藥物的參考。斑馬魚 (Danio rerio) 是一種群居動物，牠們會依據對彼此的熟悉程度而調整未來的社交行為，所以能夠辨識並且記得曾經看過的魚對牠們十分重要。因此本研究選擇斑馬魚作為實驗動物，錄影觀察藥物對牠們記憶和社交行為的影響。 本研究將以斑馬魚的社交記憶 (Social recognition memory) 為主題，探討Scopolamine對斑馬魚學習與記憶能力的影響，以及受藥物影響後的社交行為改變。實驗藉由錄影觀察斑馬魚浸泡Scopolamine 溶液後的行為改變，包括電擊、社交偏好，群游，攻擊性實驗，推測Scopolamine有降低學習能力並在學會的情形下增強記憶的效果，而且能改變斑馬魚的部分社交行為。 
物理與天文學科,尋找z>7的超大質量黑洞,超大質量黑洞,再電離時期,宇宙學紅移,"尋找高紅移的超大質量黑洞，有助於天文學界了解宇宙再電離時期。雖然黑洞的數量稀少，但相較於星系，超大質量黑洞較亮，且在高紅移時，存在時間比伽瑪射線爆久。因此，它們的光譜可以協助天文學家最有效率地探索再電離時期星系間物質的特性。本報告交叉比對Subaru 超廣角相機策略觀測計畫 (Hyper Suprime-Cam Subaru Strategic Program, HSC SSP) 和廣域紅外線巡天探測衛星 (Wide-field Infrared Survey Explorer, WISE) 的觀測數據，尋找可能的高紅移超大質量黑洞。本研究根據光度測定 (photometric observation) 和宇宙紅移 (cosmological redshift) 的原理，從雙色圖中較紅的區域挑選了46個候選星體，並逐一透過天文望遠鏡照攝的影像確認是否有可能是超大質量黑洞。最後，選出三個可能的高紅移超大質量黑洞，可用於向大型天文望遠鏡 (如昴星團望遠鏡 (Subaru Telescope) ) 申請光譜分析。"
物理與天文學科,變動磁場下磁浮振盪的運動分析,磁振盪,鐵磁磁化,渦電流,此研究期望找到穩定磁浮的方法及探討產生磁浮振盪的變因。首先利用吸附上鐵材的磁浮體，觀察其造成的磁浮減震。實驗過程藉由變動磁場，發現週期性變動的磁通量對鐵磁體的磁化及渦電流產生影響，進而改變磁振盪振幅。本實驗也利用了磁場的橫向位移帶動轉動中的磁浮體，藉此觀察磁浮體轉動對磁浮穩定的影響。研究結果得知磁場的交變頻率越大，會導致磁浮體所受斥力增加且鐵磁體形成的減振效果減緩。而磁浮體的轉速越快，周圍磁路分布越平均，越容易穩定隨載具移動。
物理與天文學科,滾動體在旋轉圓盤上運動之軌跡探討,滾動摩擦,滑動摩擦,準靜態運動,球體在旋轉平台上的運動分三階段：進動階段、螺線振盪階段、打滑階段。進動階段、螺線振盪階段為兩個運動模式的疊加：迴旋半徑漸增的螺旋線運動、向平台中心靠近的平移運動。當迴旋半徑漸增至滑動摩擦力的上限值，球進入打滑階段並向外甩出平台。     研究紀錄球體質心運動參數，並以接觸點準靜態理論計算及滑動-滾動摩擦模型進行數值分析，找出各種變因與運動參數間的關係。結果發現滾動階段中鋼球作迴旋運動的頻率𝑓球和平台旋轉頻率𝑓盤和有正比關係，且比例值和球標準化轉動慣量正相關。由滾動階段過渡到滑動階段的最大迴旋半徑max R和𝑓球2成反比、和呈負相關、和滑動摩擦係數k 成正比。滾動摩擦使球向平台中心靠近，也使迴旋半徑漸增。平台傾斜或呈錐狀時，球體的運動會向水平方向偏移。
物理與天文學科,以SPH模擬螺旋星系旋轉軸角及其影響星系碰撞結構之關係探討 ,螺旋星系碰撞,星系旋轉軸角,新螺旋星系分類,星系的碰撞機制屬星系演化中非常重要的過程，目前研究多以星系質量比、速度等變因如何影響碰撞後星系性質為主。而本研究認為星系旋轉軸角也是影響星系碰撞的重要因素之一，故以SPH模擬螺旋星系旋轉軸角度對星系碰撞結果的影響。分別模擬以角度單變因，以及搭配其他參數之多變因情形。 根據模擬結果，發現兩初始星系在直接碰撞（撞擊參數等於零）時，若以碰撞角、初始角差異近似於0度以及180度時搭配高速低值量比進行碰撞，較能形成低核盤比的橢圓星系。間接碰撞時，若旋轉軸貼近速度軸、兩初始旋轉軸夾角小，以及初始盤面平行等情形下，較能形成低核盤比的螺旋星系。本研究也發現碰撞後星系長軸分佈聚集於0與180度區域，可用來探討橢圓星系軸向問題。最後，本研究以核盤比作為新式星系碰撞分類標準，建立螺旋星系演化機制的參考。
物理與天文學科,探討滴簇在熱水表面的物理現象 ,滴簇,霧滴,華,本研究探討滴簇的性質與行為，高溫穩定水溶液表面上會有一層水霧般的霧滴層，像是平貼飄浮在水面上，此水滴群為「滴簇」。本研究拍攝下熱水表面的滴簇，並使用ImageJ、Python分析滴簇粒徑等性質以建構物理模型。 藉雷射光凸顯滴簇，觀察滴簇的形成與消失過程。利用被雷射打亮的滴簇在水面的倒影，測量滴簇距水高度。滴簇由5~15μm厚蒸氣層撐起漂浮在水面上，水溫越高，蒸氣層越厚。華（繞射光像）半徑取決於水滴粒徑，本研究分析陽光經水面反射通過滴簇形成的華，測量滴簇粒徑10~20μm。由以上實驗推測：滴簇是高溫蒸氣層接觸低溫的室溫空氣凝結成，溫差愈大凝結量越多，粒徑、數量隨之上升。滴簇會因對流、氣流擾動集體離開水面，留下一道滴簇少的空隙，此現象為「絲狀剝離」。滴簇剛形成時粒徑小，吸收水氣後變大，因此絲狀剝離帶上少許滴簇皆是粒徑較小的滴簇。
物理與天文學科,複雜蜃景之探究,海市蜃樓,折射率梯度,全反射,複雜蜃景(Fata Morgana)專指擁有多重影像的特殊上蜃景，形成於高緯度海面上，也是「飛行荷蘭人」的主要成因。本研究主要藉由探討介質折射率梯度變化與觀察者高度位置等變因，釐清複雜蜃景形成與觀察的最佳條件。藉由控制高濃度糖水溶液擴散形成的密度梯度，我們在六十公分的水缸中重建出形成複雜蜃景的環境，主要是因為糖水溶液中的折射率梯度遠大於海面上空氣的逆溫梯度所造成之折射率變化。為了進一步解析光在複雜折射率介質中之行進模式，我們以綠雷射光入射糖溶液，在側向以相機紀錄光的行進軌跡，分析探討其折射現象。我們同時利用相機觀察放置於水缸另一側的模型船，藉以觀察實際蜃景的形成與演化。本研究中我們另發展一套光軌跡的模擬程式，以協助實驗的進行與驗證實驗的成果。藉由實驗與理論模擬相互映證，充分探討複雜蜃景的成像與形成的最佳條件。
物理與天文學科,聚丙烯酸鈉的Leidenfrost效應分析,萊頓弗羅斯特,亥姆霍茲,頻率,將水晶寶寶放置於加熱板，會不斷跳動並發出高頻聲音。本研究透過錄音及錄影進行分析，探討其跳動的原理及特性。研究發現：水晶寶寶於加熱板溫度80 ° C開始出現穩定跳動，並發出高頻聲音。溫度越高，跳動高度越低且聲音頻率越高。並發現水晶寶寶為符合虎克定律之彈性固體，其聲音頻率與正比，符合簡諧運動的型式√ 𝑘成。進行動力學分析發現，水晶寶寶於加熱板撞擊之恢復係數穩定於1附近震盪，且發現水晶寶寶撞擊加熱板時會噴發氣體。我們嘗試於加熱板上方放置壓電晶片進行撞擊，發現溫度越高，產生電壓越高，可透過碰撞實現能量轉換。最後結合聲音及動力學分析，提出物理模型針對觀測之現象進行解釋，論證此現象屬於高含水彈性固體的Leidenfrost效應。
物理與天文學科,離子推進器之流場分析與探討,離子推進器,尖端放電,電磁扭秤,本研究藉調控電源供應器電壓至高壓模組，可輸出不同高壓電，驅動自製以銅釘與銅管構造離子推進器，產生不同大小推力。因推力極小需自製儀器測量，藉檢流計內渦形彈簧與通電後檢流計指針偏轉，製作電磁扭秤量測微小推力。發現驅動電壓(3.7~7.6kV)與離子推進力呈正相關。調整銅針與七枚銅管間距，間距小於0.80cm，尖端放電且推力略為降低，間距介於1.30cm與1.45cm時，轉變為吸力，進一步觀測單一銅管周圍流場，類似電偶極場分佈，說明離子推進器銅針與銅管間距小，視為平行板電場，而銅針與銅管間距大，可視為電偶極電場分佈。最後間距大於1.45cm時，推力驟減為零。產生離子風，通過銅管後的空氣噴流，磁力不偏向證實不具有正負電性，但未經銅管的噴流應帶有正電荷。 
物理與天文學科,二種液滴之凝固現象探討,凝固,奈米流體,接觸角,有研究討論過氯化銨溶液液滴在低溫接觸面，液滴凝固後的頂部出現了圓頂、尖頂、在尖頂部分生出如煙囪般的結構，並提出模型加以討論，但實驗中的部分觀察結果卻和文獻提出的結果有所不同。 本作品使用25nm之二氧化鈦粉末製成之奈米流體液滴置於疏水性冷面，在低濃度(0.5 mg/mL)時，頂端形成尖頂；但在濃度超過1 mg/mL，凝固時由於馬拉哥尼流動，造成頂部形呈圓形平台，且此平台半徑隨著濃度上升而增加，另外在平台外緣堆積數量可觀的白色顆粒。 實驗中針對氯化銨溶液液滴及二氧化鈦奈米流體液滴在凝固時的顏色分布、動態接觸角變化，及頂端各種特殊外形加以分析，並用Hele-Shaw cell裝置觀察2種液滴的二維凝固過程，分析2種液滴凝固現象之變化原因及頂部特殊形狀的形成機制。
物理與天文學科,混沌電路之密鑰生成器,混沌電路,物理不可複製函數,密鑰生成器,本專題利用混沌電路本身的不可預測性及混亂程度，製造出作為硬體安全實現的密鑰生成器。從實現基本的蔡氏電路，並探討蔡氏電路作為硬體安全的相關應用為基礎，進而實現進階的研究改造。透過電阻、電感、電容、運算放大器等電子元件，焊接在電路板上，實現一個「四渦漩狀」的混沌電路。  本研究的最大特點，就是會製作兩個具備相同電子元件及構型的多吸引子混沌電路，但天生的元件變異性會產生「類蝴蝶效應」，再利用數位乘法器，將兩個電路之類比訊號相乘，而這個操作會形成一個密鑰生成器的混沌系統。  最後會透過軟體MATLAB 確認電路操作和分析電路輸出信號，及所提出密鑰生成器的安全程度，將會驗證隨機性和獨特性這兩組特徵，分別計算平均及交叉相關函數來做為驗證的依據。最後從實驗中證明了「四渦漩狀」的混沌電路所產生的密鑰具有快速產生及高安全性。 
物理與天文學科,表面電漿共振和光譜紅移檢測類風濕性關節炎的物理探討,表面電漿共振,光譜紅移,類風濕性關節炎,本研究結合手機發展出一個檢測類風濕性關節炎的新方法。此研究使用奈米結構式的表面電漿共振晶片，藉由血清中的抗體接合後光譜紅移現象分析結果，將其用於檢測類風濕性關節炎。我們先用可與類風濕性關節炎的抗體結合的peptide修飾晶片，測量不同濃度下光譜紅移量的差異，找出紅移最明顯的檢體濃度，以此濃度配置我們之後實驗的檢體。接下來分別使用matlab分析歸納出發病與未發病之間光譜波長紅移量的差別，和架設手機拍照後用imageJ分析紅光強度兩種分析方法測量不同檢體，判斷其是否發病。從實驗結果發現，稀釋至原本濃度10倍的檢體紅移量最明顯，且使用imageJ分析紅光強度的數據比使用顯微鏡測量光譜波長的數據準確且穩定，前者可以明顯檢測出是否發病。我們希望將這種方法推廣到第三世界國家和農村地區，為他們提供一種更省時，更具成本效益的方法來測試類風濕關節炎。
物理與天文學科,介電潤濕機制探討及應用-水電車,介電潤濕,電容,數值模擬,將液滴置於鋪上介電層的電極板，接上電壓時，液滴因表面張力及接觸角產生變化而移動，此現象被稱為介電潤濕，其裝置能讓生醫等產業進行精準的微量藥物配置。為了探討此現象原理及改善裝置，本研究測量液滴位於不同電壓之電極板上方時，液滴接觸角及介電層厚度；透過數值模擬計算系統總能量、視覺化系統的電位空間分布，並計算電容，以能量角度模擬液滴移動模式；對於平面式裝置在長時間移動水珠後，產生水珠移動速率趨緩，甚至朝反方向移動的現象給予解釋；改良文獻中平面式和雙層式的電潤濕裝置，將雙層式上板改為導線。因為形狀酷似電車，因此我們稱其為「水電車」，此裝置保留高電容特性的同時，降低阻力。實驗證實其水珠移動能力優於平面式裝置，除了使液滴更好移動外，相較於封閉的雙層式裝置，開放式系統的特點能讓生醫研究人員更方便置換樣品。
物理與天文學科,銅化合物細紋間距變化與散射光偏振態之關係與探討,銅化合物,偏振光,細紋間距,45 度線偏振光入射銅化合物所得散射光為線偏振，銅片直立或橫置，在同一光源下，對位置亮暗趨勢相似，得散射光強度、故銅片上顏色變化非薄膜干涉偏光軸偏轉及偏極化等變化，。圓偏振光入射晶體，可推知為雙折射晶體化合物晶體，其散射光偏振態偏向圓偏振，因細紋、粒徑等因素，造成偏極化變化。相不同照相角度所。控溫定量供氧的均質銅溫度梯度變化造成銅化合物晶體折射率及介電係數改變，為散射光強度、偏光軸偏轉及偏極化變化的主要因素，經由理論模擬更可得知散射光偏振態的細微變化；不同波長入射相同銅化合物晶體，所得偏光軸偏轉有極大差異，且變化不同波長的光強度所造成偏極化現象及晶體吸收率各有不同。故不同波長的光進入銅化合物雙折射晶體時，因散射光強度變化、偏光軸偏轉差異、偏極化、取值角度及吸收率不同，晶體會有顏色差異及色彩變化。
