科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
醫學與健康科學科,探討半乳糖凝集素-4在腸道沙門氏菌感染中扮演的角色,半乳糖凝集素-4,腸道沙門氏菌,腸道上皮細胞,此研究旨在探討當腸道沙門氏菌感染人類腸道上皮細胞（HT-29）時半乳糖凝集素-4（galectin-4）所扮演的角色。我們用野生型（wildtype）以及半乳糖凝集素-4 剔除（galectin-4 knockout）的HT-29細胞進行沙門氏菌感染。我們首先經由CFU計數探討galectin-4對細胞內細菌量的影響，並檢測細胞釋出的LDH及IL-18和mature caspase1的量，以此研究galectin-4是否會活化發炎體（inflammasome）。結果發現， wild type HT-29 cells相較galectin-4 knockout cells有較少的活細菌，釋出的LDH，IL-18也較少。但在經過wortmannin（一種自噬抑制劑）treatment後，wildtype HT-29 cells釋出較多的LDH，IL-18，並且也釋出了mature caspase-1。這些研究結果顯示galectin-4能夠降低細胞內活細菌的量，且能夠活化inflammasome。
醫學與健康科學科,以類器官為轉譯研究模式探究乳癌標靶藥引發腸道副作用之機制與對應策略,腸道類器官,標靶藥物,副作用,本研究以腸道類器官(organoid)模擬體內環境，分析乳癌標靶藥物Lapatinib與Tucatinib 對腸道產生副作用的差異。Lapatinib 明顯抑制 ileum 及 colon organoid 的形成，其IC50低於 Tucatinib 約 1000 倍。其中 Lapatinib 特別對adult type organoid 較具明顯抑制作用，顯示影響腸道上皮細胞的分化功能。以RNA seq 與Ingenuity pathway Analysis 分析藥物對organoid中轉錄體表現的影響，Lapatinib 在colon organoid中增加腸道發炎、葡萄糖代謝異常、氯離子外流等基因群的表現，並降低crypt發展的基因群。其中，Lapatinib藉由增加Glut3 的表現提高 organoid 對葡萄糖的吸收，此作用受到 L-ascorbic acid (Vitamin C)抑制，亦增加 GABA receptor 提高氯離子外流，顯示代謝與電解質失衡及發炎作用可能為lapatinib造成腹瀉的主因之一。以 3D organoid為可信賴的轉譯研究模式，我們發現同屬 HER2 tyrosine kinase inhibitor 的Lapatinib 與Tucatinib對腸道功能產生迥然不同的影響，並發現合併使用Glut3 inhibitor 或 GABA receptor antagonist 可能可成為減緩Lapatinib副作用的對應策略。
醫學與健康科學科,癌症治療新利器-奈米氧化鐵藥物磁性複合微粒之應用,奈米氧化鐵藥物微粒,磁性,高溫療法,"溫熱化學治療(Hyperthermic Intraperitoneal Chemotherapy, 簡稱HIPEC)，為將化療藥物加熱後灌注到腹腔內殺死癌細胞，但溫熱化學治療只能在開刀時使用，治療次數有限。為達到多次的熱化療效果，本研究開發奈米氧化鐵藥物磁性複合微粒particles, NIOMP) (Nano iron oxide magnetic drug complex ，可利用開刀時包覆複合微粒於腹腔，術後用磁場加熱，加上微粒化療藥物釋放，達到多次溫熱化學治療。NIOMP以鐵氧化物奈米粒子為核心，海藻酸鈉為外殼體，利用電紡法將前其與氯化鈣交聯產生凝聚性微粒。數據顯示最佳製作條件為距離4  cm、噴速5μm/s，可得直徑大小約為200~450 μm 16 kv高電壓、穩定性高微粒。藥物釋放實驗顯示，NIOMP於2~7小時藥物釋放速率較穩定。利用可變磁場之電磁效應加熱NIOMP中氧化鐵磁顆粒，可於30分鐘內快速升溫至43℃。細胞相容性測試結果得知，NIOMP對細胞無毒性。本研究改善HIPEC的治療限制，可多次針對腫瘤患部局部熱化學治療，未來將可改善病人存活率。"
醫學與健康科學科,上皮細胞黏附因子(EpCAM)對腫瘤微環境與上皮間質轉化(EMT)影響之機制探討,上皮細胞黏附因子,上皮間質轉化,腫瘤微環境,上皮細胞黏附因子 (EpCAM)參與了細胞的黏附、信息傳遞、增殖及分化等功能，並在惡性腫瘤組織中大量表達，被當作各種癌症的診斷標誌物，因此被認為是治療癌症的重要關鍵。另外近期研發的抗EpCAM中和性抗體被認為能抑制EpCAM的訊息傳遞，導致腫瘤細胞的死亡，也可以降低癌細胞中PD-L1蛋白的表現，進而導致腫瘤細胞死亡及活化T細胞殺死癌細胞的能力。 為了觀察EpCAM是否會對癌細胞造成影響，我們將癌細胞分成野生型 (wild type)以及EpCAM基因剔除細胞株，並以Western blotting及qRT-PCR確認實驗組的EpCAM基因有確實被成功剔除。進一步利用細胞存活率及細胞群落實驗證實EpCAM會促進大腸直腸癌細胞增生，並以抑制劑DAPT和TAPI-1處理證實EpCAM訊息傳遞會增加癌細胞轉移與侵入能力。接著為了驗證EpCAM中和性抗體的作用，我們用EpCAM中和性抗體處理癌細胞後，由細胞凋亡實驗確認EpCAM中和性抗體確實會促使癌細胞凋亡。我們的研究結果顯示EpCAM的訊息傳遞會促進腫瘤增生與轉移，而EpCAM中和性抗體於癌症治療中的高度前瞻性，期許將來能在癌症治療中提供一個可行有效的療法。
工程學科,探討海藻酸鈉與卡拉膠對角膜塑型片表面物化性質之影響,角膜塑型片,清潔效能,多醣類,角膜塑型術的原理是於夜晚睡覺時，採用多弧的逆幾何設計來壓迫角膜，使角膜表皮細胞重新排列以達到矯正的效果。然而在夜晚配戴期間淚液分泌物會吸附於角膜塑型片表面，造成角膜擦傷、感染。本研究探討多醣類對角膜塑型片表面淚液分泌物之吸附的影響。從實驗結果中可以看到淚液分泌物會隨天數而堆積於鏡片上且表面粗糙度有大幅上升趨勢，在進行了市售主流系統產品之測試後發現其清潔效果並不顯著，而我們藉由蛋白質、脂質濃度分析、掃瞄式電子顯微鏡觀察及表面水接觸角觀察可以得出加入多醣類(AA/CRG各4.5mg/ml)的複方清潔可以最有效的提升清潔效果。未來我們期望可以將多糖類複方清潔液帶入安全性評估及成本分析並成功商品化。
工程學科,車輛預防翻覆系統,翻車,自動減速,主動安全,人們每天依靠著車輛往來各地，在帶來各種便利的同時，卻也伴隨著各種安全隱憂。本研究想要預防因駕駛轉向過於劇烈所導致的車輛翻覆行為，因此設計避免車輛因轉向過於劇烈所導致的車輛翻覆行為。本研究自動控制系統以利用車輛模型模擬轉向時側向加速度的變化，根據模擬結果設計控制策略。車輛控制目標為希望能降低車輛轉向時的側向加速度，進而避免翻車。控制策略分為門檻式控制策略與連續控制策略。控制系統輸入訊號為車輛側向加速度，而輸出訊號為車輛左右兩後輪馬達的扭矩訊號。只需要偵測車輛的側向加速度即可推得車輛轉向的時間點，並控制系統在車輛有較高可能翻覆時，根據控制策略予以車輛馬達扭矩輸出訊號的限制，避免轉向時側向加速度過高導致翻車。
工程學科,風驅電「極」- 陣列式無扇葉風力發電機,風力發電機,康達效應 ,渦激振動 ,「無扇葉風力發電」是一種新型的能量擷取研究，透過渦流引起的震動將風能轉換成電能。傳統渦輪式風力發電利用風推動扇葉旋轉發電，受限於風向、成本、噪音及體積等問題無法在內陸得到普遍。先前已有外國公司發表初步的機構設計與發想概念，但目前仍只能針對單一風向進行發電。本研究提出新型機構設計，有效的運用了多方向風源，降低了風能的浪費。為了瞭解渦激振動與各項變因之間的關係，我們設計了多項實驗，藉由影像分析軟體Tracker，得出不同風速下桅杆晃動振幅與頻率之關係，並利用實驗分析採集器LabQuest  2，精確的得出單位時間內的平均流速與電壓變化，獲得流速與電壓頻率特性。 根據實驗結果，隨著風速的增長，電機產生的峰值電壓會有2次方的增長，且桅杆晃動頻率與風速和支點位置並無直接關係。 
工程學科,仿生科技應用於提高太陽能板發電效率之研究,複眼,太陽電池,發電效率,本作品自行開發組立氣體輔助彈性氣膜球實驗系統，並研製可調控之類複眼陣列結構母模具系列實驗設備，藉以複製出類昆蟲複眼之陣列微結構，同時複合石墨烯(graphene)並將其裝設於太陽能板上進行系統化實驗，探討類昆蟲複眼之陣列微結構對太陽能板發電效率之影響。實驗結果顯示，類複眼陣列透鏡結構，其單一特徵形狀愈小、密度愈高(週期愈小)，其發電效率愈佳，本實驗條件下，發電效率最高可提升達7.86%，此外，本研究在光捕捉上再為仿生類透鏡穿上自然界的類透明外衣複合石墨烯情況下，其發電效率更佳，透鏡面噴塗石墨烯複合薄層1μm厚度，發電效率短時間提升最佳為14.21%，但隨著光照時間的增加(24小時)後，發電效率提升最佳為12.45%，本研究同時增能探討調控菲涅爾透鏡(Fresnells)聚焦方式，並獲得經最佳聚焦位置的獲得，將有助於對太陽能板發電效率提升。
工程學科,磷酸銀修飾二硫化錫奈米複合結構：應用於光催化二氧化碳還原反應,光觸媒,奈米複合材料,人工光合作用,本研究利用水熱法合成 C-SnS2光觸媒，再藉由化學水浴沈澱法(CBP)將 Ag3PO4 奈米顆粒還原在 C-SnS2 表面，得到複合半導體 Ag3PO4@C-SnS2。接著再分別以 C-SnS2 和 Ag3PO4@CSnS2 進行人工光合作用，將二氧化碳還原為可用能源，並探討兩者之差異。藉由電子顯微鏡、 X 光繞射儀、紫外-可見光光譜儀、傅立葉轉換紅外線光譜儀、 X 光光電子能譜儀和氣相層析儀，分析樣品的晶體結構、能隙、吸光範圍和二氧化碳還原反應的氣體產物。最後，我們發現複合物 Ag3PO4@C-SnS2 的光化學量子效率較純的 C-SnS2 高，也就是此複合物能有效的提升二氧化碳還原效率。
工程學科,創新散熱系統致冷晶片於電腦中的應用,廢熱回收,二次散熱,熱交換,1. 手機及筆電已成不可或缺生活用品。但，若其充電器如果充電時間太久，可能會因為本身過熱而造成充電完畢要取回時，造成手部的燙傷。因為有此生活經驗，想改善充電器等高溫設備的散熱。 2. 本研究探討電腦CPU上如果加上致冷晶片，如何加速散熱，增加使用安全外也進而提高電腦效能。 3. 以電腦主機為實驗的操作器材，探究研發該散熱系統，並做為以後其他需要散熱的結構基礎，作為加速散熱的要件。目前致冷晶片在兩面溫差超越20°C時，可以使致冷晶片產生電能，接上微型馬達後，得以驅動，並產生對流散熱。 4. 目前有關致冷晶片的實驗中，多數是使用致冷晶片和帕爾帖效應的關係，以通入電能使晶片兩面產生溫差。而本研究將採賽貝克效應做基礎，來探討新式散熱解決方案，使CPU產生的熱轉換成可以驅動微型馬達的電能。
工程學科,旋葉構型對泵浦抽水優化之探討,旋葉構型,泵浦,總效率,"旋葉之細部結構跟泵浦效率有密切的關連[1,2]，本研究專注探討不同幾何形狀旋葉構型之效應，我們先利用3D列印快速成形之技術優勢，做出50種不同的旋葉，分別有圓弧形、橢圓弧形及直立形進行實驗測試，並計算其總效率找出最高值的旋葉，編碼為A2-ea281-ia279-8。 將最高值旋葉，套入田口法進行優化，目標是望大。經過信噪比及均值分析後，發現影響總效率之最大參數是旋葉數，其次是出口角，最後是入口角，田口法中得出，重新設計的更細部參數的最佳旋葉是A2-ea28-ia23-8，同時利用機器學習建立迴歸函數模型，透過訓練的模型，預測出效率值，最後經過COMSOL Multiphysics軟體模擬檢測出A2-ea28-ia23-8依然保持最佳的內部流場狀況，並運用自行設計之簡易透明泵浦，進行測試與印證。"
工程學科,搶救生命大作戰 - AI姿態辨識在智慧型高品質CPR訓練引導式教學輔具系統設計之研究,AI,姿態辨識,心肺復甦術,本研究以CPR訓練模型輔具做為研究對象，根據專家說明CPR動作要正確純熟，除了依賴良好的教學輔具系統引導外，其功能上更需要有按壓姿勢的正確判斷，因此本研究藉助科技AI輔助，設計AI姿態辨識的智慧型高品質CPR訓練引導式教學輔具系統，經研究證實系統能逹到： 一、協助學習者熟練CPR的操作流程並解決訓練模型設計問題。 二、成功運用邊際運算功能提高AI辨識的速度。 三、拍肩反應、判斷按壓位置、深度更可利用壓力感測器及超音波感應器進行偵測。 四、能應用AI代替人類專家判斷按壓姿勢之正確性。 五、具專家模式且可獨立操作的CPR引導式教學輔具系統。 期望人人都能學到CPR正確操作技巧及爭取黃金復甦時間，搶救寶貴生命。
工程學科,風場下圓柱氣孔導管抽吸對風阻係數影響,抽吸效應,邊界層,白努力定律,本研究藉由孔洞抽氣控制氣流邊界層，影響尾部渦流以達到減阻效果。研究主要探討的變因有:孔洞大小、抽氣速率，進而發想抽吸設計是否可運用在旋轉圓柱上。實驗與之前不同的是為抽氣孔洞加裝導管，以及創新的實驗旋轉裝置。實驗結果顯示，透過延緩邊界層分離可以有效控制阻力，在雷諾數15000時，可減阻。抽氣速率達22m/s，減阻最大值達23%。此實驗想法可有效達到減阻效果，並且可以使旋轉葉片減少旋轉阻力，在電壓6V時，轉速提升11%。未來期望能應用在風力發電機葉片上，減少旋轉風阻，提升發電效率。
工程學科,車用開門快速預警裝置,車門,快速預警裝置,達靈頓電路,由於台灣汽、機車數量逐年攀升，且人口密度高、道路窄小和停車位不足，使得人、車爭道和兩車併排等現象層出不窮，導致汽車駕駛人或乘客在開啟車門時，未注意後方來車造成碰撞的傷亡事故屢屢發生。有鑑於開啟車門不當事故頻繁，本研究提出一個基於達靈頓電路（Darlington Circuit）的快速且成本低之車門開啟預警系統，當汽車駕駛人或乘客碰觸車門內把手內側的軟式觸控薄膜開關時，系統即會啟動欲開啟車門側的門外警示燈和車後方向燈光閃爍，以提早預警行人或機車騎士，同時，汽車A柱內的警示燈、蜂鳴器會同步閃爍和鳴響，以提醒汽車駕駛人或乘客注意後方車輛避免碰撞，保障用路人安全。
工程學科,鐵道守護者高準確率AI鐵道辨識異物入侵系統設計之研究,高準確率,AI,鐵道辨識,在2021年4月2日台鐵太魯閣號在清水隧道行駛到轉彎口與滑落邊坡的工程車碰撞，造成火車出軌，衝入隧道中擦撞到隧道壁，造成49人死亡和247人輕重傷!當我們看到這則新聞時，心裡充滿驚訝與心疼!為了改善這問題，我們開始討論和查資料，發現台鐵在107年12月有一個「邊坡全生命監測系統」計畫，運用AI影像辨識技術，台鐵的規格是95%以上準確率，但因為辨識準確度不夠高，所以延宕到現在仍未完成。 我們設計AI鐵道辨識異物入侵系統，藉由攝影機將鐵道周遭影像傳至台鐵行控中心，運用AI深度學習技術辨識入侵鐵道的異物，從而準確判斷，讓火車駕駛員能提前預警，達到保障人車安全的目的。本研究並建立一套科學系統的方法來訓練視覺辨識模型，從而提高準確率，目前最高的準確率是97%!
工程學科,壓電-摩擦感測器配合CNN進行步態分析及身分識別,混合壓電-摩擦電,步態辨識,卷積神經網絡,我們設計了一款透過壓電片與摩擦片收集資料的智慧鞋，壓電片嵌入在鞋底，摩擦片安裝在前腳掌，兩者並聯。當人行走時，感測器會被擠壓變形，藉由DAQ（數據採集）收集感測器的電壓輸出，可顯示出正常步行、快走、慢跑和漫步等活動的訊息，利用時變電壓形式的輸出數據，與能夠識別時域信號的CNN不同類型步態辨識。深度學習（卷積神經網絡）進行實驗結果顯示此方法可以辨檢測這四種步態，其辨識率高達90% 95%。訓練好的CNN可同時辨識個人身份與步態。結果顯示，識別快走時辨識率極高，識別正常步行和漫步時辨識率為，識別慢跑時辨識率僅達49%。因此，我們未來預計將提高同時辨識不同受試者與不同步態之辨識率，並透過壓電能量擷取器為藍牙模組供電。
工程學科,使用電漿輔助化學氣相沉積及雷射退火於玻璃基板上成長結晶鍺薄膜,電漿輔助化學氣象沉積,連續光雷射退火,鍺薄膜,單晶矽被認為是製造太陽能電池的最佳材料，因為它在地球上儲量豐富且具有優異的光電性能，但其大量的應用受限於其成本和轉換效率。單晶矽太陽能電池通常通過將單晶矽晶柱切割成350到450微米的切片來製造。現有的技術方法無法將其縮小到更小的規模，因此其發展面臨著開發複雜製造工藝和高單晶矽片生產成本的障礙。近來，在便宜玻璃基板上製備的薄膜太陽能電池成為重要的發展方向，可以減少矽層厚度來降低成本和材料消耗，同時可以有效減少載流子的複合，進一步能夠提高轉換效率。本研究成功通過電漿輔助化學氣相沉積在玻璃基板上生長出非晶鍺薄膜，並利用雷射退火將非晶鍺薄膜轉化為多晶鍺薄膜，接著將進一步發展控制退火過程溫度的時間空間演化，以進一步做出高品質單晶鍺與矽薄膜，並應用在超薄膜太陽能電池上
工程學科,10公斤級聚甲基丙烯酸甲酯—氣態氧混合式火箭引擎混和效率提升之初步探討,混合式火箭,聚甲基丙烯酸甲酯,幾何渦漩係數,本研究首先設計一5公斤級之聚甲基丙烯酸甲酯—氣態氧混合式火箭引擎，搭載軸向注入器(axial injector)進行水平推力測試，控制氧化劑流量，改變燃燒時間，量測氧化劑截面通量與燃料耗蝕率，探討其燃燒特性、推力、比衝值與各項引擎參數，並評估該引擎作為混合式火箭推進系統之可行性。引擎成功研製後，本研究設計兩種渦漩注入器(swirling injector)，幾何渦漩係數(SNg)分別為3、5，將推力目標提升至10公斤，並進行地面推力測試，探討幾何渦漩係數改變對於混合式火箭混和效率與引擎表現之影響。經實驗後證實渦漩注入器能有效提高引擎推力，且引擎推力及燃料耗蝕率會隨幾何渦漩係數提高而上升。未來希望能以本引擎為基礎，將推進系統放大後，將其裝載於小型火箭之上，進行探空及技術驗證之任務。
工程學科,圖形化物聯網小型折線機之研究,彎線機,ESP-01S,圖形化,生活中網路商店或夜市常看到業者手工用鋁線在折造型，這些造型必須應用手工方式生產，所以生產效率及重現性低，且這類型的塑性加工在課堂上我們只能觀看一些影片來教學，無法實際進行操作。本研究用單折彎頭來進行金屬線之折線加工，以課堂所學知識及加工技術背景進行開發，主要以3D列印機的Arduino+RAMPS1.4控制器為基礎，自行設計及加工折線機構、進線機構、轉軸機構與螺桿機構開發出小型折線機。利用Python程式語言開發出將圖型座標轉換為NC碼，透過ESP-01S物聯網方式，直接控制所需的機械動作，做出所需的作品，讓使用者只需畫圖即可做出成品，不需學習機器控制語法。本研究可自動化加工生產、具有3D折線功能、折不同軟硬度的材料、操作介面簡便、體積小、成本低。
工程學科,動態位置捕捉海水魚及監控環境條件,動態位置補捉,Arduino,小丑魚,網路上已經有很多人在做遠端的魚缸環境監控，但監控好環境條件，魚也不一定過得好，本實驗則是導入魚活動的參數，直接分析魚的活動力，以最直接的方式去觀測小丑魚的舒適程度。 本實驗研究目的為利用Arduino監測系統，監測裝置，並應用Blynk程式繪製環境數值趨勢變化圖。  本實驗的監控變因分為四個：水溫、pH值、水濁度，利用Blynk程式建立起一個能長時間即時監控及紀錄的系統，並建立起警示系統作為提醒裝置。  本實驗更進一步的結合Pixy Cam的監控系統，改變溫度及光照週期，並結合Raspberry pi的數據處理功能，自動處理龐大的數據，探討此兩變因對小丑魚活動力的影響。 此實驗是個發想，自動追蹤紀錄並處理大數據，此方法在未來可用來延伸研究養殖小丑魚的各種行為模式。
工程學科,竹片熱電流增益放大及熱電流充電器,竹子,熱電流,電流放大器,本實驗利用竹片導熱性差的天然特性，將奈米金屬顆粒以高壓蒸氣及低壓吸入法嵌入竹片的維管束中，並將NaCl蒸煮滲入竹片組織，形成導電通道，以提升修飾後竹片的電導率。量測實驗發現以氯化鈉及銀奈米顆粒修飾後的竹片，電導率提升達11880倍，而熱導率僅提升10%，可成為常溫範圍熱電材料。NaCl在解離成Na＋與Cl－導電率可提升103倍。我們將修飾後的竹片，密封在含水蒸氣的電絕緣小盒中，製作成竹片熱電裝置。LED燈泡發光度實驗，當竹片兩端溫差為45度時，燈泡發光度提升40%，為一熱電流增益放大器。串聯竹片熱電裝置在普魯士藍二次電池充電線路中，以0.015 mA電流充電，發現當竹片兩端溫差為45度時，充電電流提升到0.025 mA，飽和充電時間從原本的12小時，縮短到7小時。
工程學科,真空磁浮飛輪儲能裝置,磁浮軸承,飛輪,能量儲存,本研究實現一個真空中操作的小型磁浮軸承飛輪儲能系統，並探討其特性。為了延長能量保持時間、提高效率，我們分析了導致旋轉動能損失的因素。在自然減速測試中，於大氣環境操作的飛輪其阻力力矩隨轉速呈二次方增加；在真空環境中，阻力力矩隨著轉速的增加緩慢，約為線性關係。我們並發現馬達與發電機組導線中的渦電流損耗是真空中飛輪減速的主要因素。以多芯線圈取代單芯線圈後，待機時間延長為上，可以持續20分鐘供電1.3 3 倍，自然減速至停止的時間在8 小時以瓦。這項研究的結果可應用在電網中儲存能量的全尺寸飛輪。
工程學科,改良型非整數次方PID控制器設計,PID,倒立擺,分數階控制,"傳統控制器都以一次方線性模式調整系統的比例、積分、微分等三參數減少誤差。為發展更佳誤差控制模式, 本研究嘗試加入誤差變數的次方運算。我們先以程式模擬一受固定阻力的線性系統，測試誤差變數次方的可行性，利用倒立擺系統進行模擬，並使倒立擺追蹤正弦波，以印證次方模式的控制效果。 經程式模擬後，我們認為不論目標值的大小，修改誤差參數的次方模式皆可使系統響應更快，控制效果更好。後續將利用倒立擺實測確認調整誤差次方可行性，並調整倒立擺的質量分布來模擬不同情況。相較於傳統的PID控制器，本研究拓增比例參數次方，建立PID三參數的次方模式，確認具更佳控制效果的可能性。希望未來可持續強化模式，將同步PID各參數次方模式，實際應用在機器手臂、溫度控制、建築防震等工程與工業。"
工程學科,研發奈米材料快速降解水中偶氮染料及其自動化循環系統,奈米零價鐵,降解,自動化循環,本研究為開發可適用於染整廠去除有機偶氮染料使用的自動化淨水設備，於設計設備前先探討奈米零價鐵（NZVI）去除化學染料效率，並針對不同操縱變因進行實驗，了解其化學反應性質。   在淨水設備的設計上，運用區域網路間Webduino Smart開發板、行動裝置、Webduino Blockly進行串聯，進行手動同步操作或自動化控制，使染整廠不僅降低人事成本及環境負擔，也避免染料外洩產生不可逆的環境嚴重汙染，同時節省染整過程使用的水資源。   操作部分選用Webduino Blockly來直接操控Webduino，使設備能在短時間內作動，避免第三方平台問題，也可提升設備的適地性。為了使染整廠能夠以最低成本達到類實驗室環境來處理廢水，特將模組與超音波清洗機調整成物聯網模式，以公式將光照度轉換為染料濃度，進而控制NZVI投加量並上傳雲端資料留存；超音波清洗機用以模擬超音波震盪機，使NZVI投加前均勻分散，發揮最佳降解效果。   本研究亦切合聯合國17項永續發展目標（SDGs）第六項：清潔飲水及衛生設施、第十二項：確保永續消費和生產模式。
行為與社會科學科,國、高中階段對於漢字辨識歷程之認知與發展,漢字辨識,鄰群數目效應,字頻效應,本實驗藉由操控目標字鄰群大小及是否最高頻兩項變因，研究國、高中生在是否具有「聲旁規則性」與「鄰群發音一致性」的情況下，兩群漢字的辨識歷程，由實驗可知：  一、國、高中生對於具有「聲旁規則性」及「鄰群發音一致性」，與不具有「聲旁規則性」及「鄰群發音一致性」兩種情況下的漢字辨識歷程中，大鄰群目標字的辨識時間較小鄰群目標字長，即「大鄰群」因素在其漢字辨識歷程中產生了「抑制作用」。  二、本實驗中，「非最高頻」鄰群目標字的辨識時間較「最高頻」鄰群目標字長。即「最高頻」因素在國、高中階段的漢字辨識歷程中未產生「抑制作用」。 三、國、高中階段受試者雖皆呈現出「大鄰群」的「抑制作用」且未顯示「最高頻」因素的「抑制作用」，但兩者相較之下，可由Naming之實驗發現，高中生的漢字辨識歷程已更趨近於成人。
行為與社會科學科,探討青少女睡眠型態、鼻結膜炎與壓力對黑眼圈之相關性,黑眼圈,鼻結膜炎,睡眠週期,青少女的身體意象是自我概念發展的重要指標，而黑眼圈是青少女常見的身體意象困擾之一。為了探討相關因素對黑眼圈大小的影響，本研究收集69位青少女的臉部資料，透過影像分析，測量黑眼圈的大小，並利用問卷記錄受試者拍攝期間之匹茲堡睡眠品質質量表、青少年鼻結膜炎問卷、壓力知覺量表以及睡眠日記等。研究結果顯示週末與週間睡眠型態、鼻結膜炎及壓力三項變因與黑眼圈嚴重度之關聯性達統計上的顯著意義。
行為與社會科學科,助長!抑制?讓眼動與腦科學數據說「真」話,問題解決,眼動追蹤技術,腦波儀,隨著資訊科技日新月異，每位中學生幾乎都有智慧型手機等3C產品。下課時，教室「人手一機」景象已屢見不鮮。對此，學生是否適合在下課時間使用智慧型手機等3C產品？各方觀點尚未有定論。因此，本研究使用「眼動儀」與「腦波儀」等腦神經科學儀器，邀請48位15歲中學生參與本實驗，探究他們從事不同類型「下課活動或行為」歷程，其「專注度」與「放鬆度」差異情形。本研究的主要結果是：1.中學生無論從事哪一種「下課活動或行為」，對於他們後續進行「問題解決」時「專注度」的影響，並沒有顯著性的差異。此結果「反駁」當前多數師長主張「把玩3C產品影響學習」論述。2.中學生從事「回交友訊息」活動時，其「專注度」呈現「先上升後下降」的趨勢。因此，本研究建議中學生於下課時段，可以在前3分鐘先「閱讀或複習重點」，然後「閉目養神」，如此，可能在後續學習能獲得較佳的學習效果。但是，本研究仍建議中學生在下課時盡量避免從事「玩線上遊戲」活動，以避免後續學習「專注度」下降。
行為與社會科學科,如何坐才能學得好,坐姿,認知,學習成效,學校教室是一個學習環境，課桌椅是重要的物理元素。目前學校所採購的椅子皆以多數人來設計，因此無法量身訂作。然而學生每天在校有一半以上的時間都是坐在椅子時間進行學習，在實務環境考量下，只能就調整學生坐姿的面積與倚靠方式進行調整。為此，本研究將探究不同的坐姿（深度與高度）對於學習成效的影響。 本研究採用二因子使用者內實驗法設計（深度與高度）針對成年人進行短時間高專注的學習任務：短期記憶、數字計算與邏輯判斷以及使用眼動儀與腦波儀紀錄長時間閱讀分心程度。 實驗結果顯示：短時間高專注任務中，坐姿深度與坐姿依靠高度具有交互作用影響。整體來說，坐姿1/3深度與椅靠下背部高度都具有不錯的學習效果；其次，在長時間閱讀分析中，坐姿1/3深度或椅背無倚靠，其分心次數相對來得高。 根據研究結果建議學校或教育機構，短時間高專注學習任務，可以短暫要求學生坐姿深度較淺且無倚靠椅背，但長時間下來建議以坐姿2/3以上深度，高度為下背部以上較為合適。。其次，建議設計學校採購椅子時可以簡易改良移動式椅背或者請學生攜帶腰部靠枕調整座椅深度，對於教室課堂學習來說將有較佳的學習效果。
行為與社會科學科,建立大鼠模式之新行為派典以研究跨模式注意力的動態轉換歷程,rat model,cross-modal selective attention,behavior task,我們的感官不斷地提供超過所以需要注意力來選擇性的大腦可以處理的信息，處理重要的感官信息。雖然研究指出，人類有能力處理在同時呈現的不同感官刺激中集中注意力在一種感官，但對於這樣的跨模式注意力如何快速移轉在感官間仍不理解。要回答這些問題，首先要建立良好的行為派典，中研究跨模式注意力的轉換歷程。在本我們才能夠從研究，我們設計了一個新的派典，允許自由行為的老鼠在同時呈現的聽覺和視覺刺激間動態地轉移注意力，並透過老鼠的行為選擇反映出他們當下的注意力焦點。我們觀察到老鼠面對同樣的聽覺與視覺刺激時，能在不同的狀況下，將注意力焦點專注於其中一個感官刺激，並忽略另外一個; 且能在單一次刺激呈現之間快速的移轉注意力焦點。這些結果證實我們建立了一個新的跨模式注意力派典，我們能在未來的實驗中研究背後的神經迴路機轉。
物理與天文學科,蠟燭火焰震盪之研析,蠟燭火焰,耦合震盪,渦流 ,此研究由2020的IYPT中的其中一題的題目中發現，當兩根以上的蠟燭擺在一起時，蠟燭火焰會產生穩定的耦合震盪，於是本研究將深入探討此現象。我們將兩組蠟燭束以不同的距離由近而遠擺放，發現其會產生同相震盪、轉相序、反相震盪的現象。除了觀察蠟燭火焰不同的震盪的模式，也分析了其在各個模式下的相位差與頻率。接著我們以理論模型來探討蠟燭火焰在不同的間距時的理論相位差與頻率，並與我們得到的實驗數據進行比較與討論。再來為了觀察蠟燭周圍氣流流動的情形，我們使用紋影攝影觀察並使用線香煙霧與來分析周圍氣流的流動速率與氣PIV技術流產生漩渦的位置，與在不同的震盪模式下蠟燭火焰周圍渦流出現的特徵和渦流交互影響的情況。我們利用其得到的結果建立一氣流流動模型來解釋周圍氣流流動、渦流與蠟燭火焰震盪的現象的關聯並嘗試驗證，且希望尋找到更穩定的震盪器取代蠟燭。
